match_id,batter,runs_scored,balls_faced,fours,sixes,scored_30_plus,bowling_team,avg_vs_opponent,strike_rate,average_per_innings
335982,AA Noffke,9,12,1,0,0,Kolkata Knight Riders,0.0,75.0,9.0
335982,Z Khan,3,8,0,0,0,Kolkata Knight Riders,0.0,82.98,4.33
335982,W Jaffer,6,18,0,0,0,Kolkata Knight Riders,0.0,100.78,16.25
335982,V Kohli,1,5,0,0,0,Kolkata Knight Riders,0.0,128.51,32.84
335982,SC Ganguly,10,12,2,0,0,Royal Challengers Bengaluru,0.0,101.73,24.09
335982,SB Joshi,3,8,0,0,0,Kolkata Knight Riders,0.0,37.5,3.0
335982,R Dravid,2,3,0,0,0,Kolkata Knight Riders,0.0,113.35,26.51
335982,P Kumar,18,17,1,2,0,Kolkata Knight Riders,0.0,105.26,5.96
335982,RT Ponting,20,20,1,1,0,Royal Challengers Bengaluru,0.0,70.54,10.11
335982,MV Boucher,7,11,1,0,0,Kolkata Knight Riders,0.0,123.9,17.13
335982,JH Kallis,8,7,0,1,0,Kolkata Knight Riders,0.0,105.94,25.55
335982,DJ Hussey,12,12,1,0,0,Royal Challengers Bengaluru,0.0,120.07,21.67
335982,CL White,6,10,0,0,0,Kolkata Knight Riders,0.0,125.45,21.58
335982,BB McCullum,158,77,10,13,1,Royal Challengers Bengaluru,0.0,126.85,26.44
335982,B Akhil,0,2,0,0,0,Kolkata Knight Riders,0.0,133.33,6.91
335982,Mohammad Hafeez,5,3,1,0,0,Royal Challengers Bengaluru,0.0,76.19,8.0
335983,PA Patel,15,11,3,0,0,Punjab Kings,0.0,116.63,20.94
335983,Yuvraj Singh,23,13,1,2,0,Chennai Super Kings,0.0,124.78,21.86
335983,SM Katich,21,17,0,1,0,Chennai Super Kings,0.0,126.18,21.91
335983,SK Raina,32,14,2,3,1,Punjab Kings,0.0,132.54,27.68
335983,S Badrinath,31,14,3,2,1,Punjab Kings,0.0,115.74,22.17
335983,MS Dhoni,2,3,0,0,0,Punjab Kings,0.0,132.84,23.0
335983,JDP Oram,13,11,0,1,0,Punjab Kings,0.0,96.36,9.64
335983,MEK Hussey,116,54,8,9,1,Punjab Kings,0.0,119.96,34.09
335983,KC Sangakkara,54,35,5,2,1,Chennai Super Kings,0.0,118.47,24.81
335983,K Goel,24,20,2,1,0,Chennai Super Kings,0.0,91.21,13.62
335983,JR Hopes,71,34,10,3,1,Chennai Super Kings,0.0,132.8,21.95
335983,IK Pathan,3,5,0,0,0,Chennai Super Kings,0.0,116.75,14.02
335983,ML Hayden,25,17,4,1,0,Punjab Kings,0.0,131.94,34.59
335984,SK Warne,14,13,2,0,0,Delhi Capitals,0.0,90.41,7.33
335984,YK Pathan,10,5,2,0,0,Delhi Capitals,0.0,138.05,21.06
335984,V Sehwag,12,4,3,0,0,Rajasthan Royals,0.0,148.83,26.23
335984,T Kohli,7,13,0,1,0,Delhi Capitals,0.0,55.0,3.67
335984,SR Watson,21,15,4,0,0,Delhi Capitals,0.0,134.16,27.52
335984,SK Trivedi,3,7,0,0,0,Delhi Capitals,0.0,68.85,3.0
335984,M Kaif,9,19,0,0,0,Delhi Capitals,0.0,100.39,11.77
335984,RA Jadeja,29,24,2,2,0,Delhi Capitals,0.0,124.43,16.44
335984,M Rawat,2,4,0,0,0,Delhi Capitals,0.0,78.57,5.0
335984,G Gambhir,58,49,7,1,1,Rajasthan Royals,0.0,119.67,27.93
335984,DS Lehmann,1,2,0,0,0,Delhi Capitals,0.0,94.74,9.0
335984,D Salunkhe,26,20,4,0,0,Delhi Capitals,0.0,137.5,11.0
335984,S Dhawan,52,44,8,0,1,Rajasthan Royals,0.0,123.45,30.63
335985,V Kohli,23,15,3,1,0,Mumbai Indians,0.0,128.51,32.84
335985,ST Jayasuriya,29,17,5,1,0,Royal Challengers Bengaluru,0.0,134.03,25.6
335985,SM Pollock,28,12,3,2,0,Royal Challengers Bengaluru,0.0,126.72,18.38
335985,S Chanderpaul,16,12,3,0,0,Mumbai Indians,0.0,75.76,8.33
335985,RV Uthappa,48,38,5,1,1,Royal Challengers Bengaluru,0.0,126.15,25.15
335985,R Dravid,32,33,4,0,1,Mumbai Indians,0.0,113.35,26.51
335985,MV Boucher,39,20,4,2,1,Mumbai Indians,0.0,123.9,17.13
335985,PR Shah,19,23,2,0,0,Royal Challengers Bengaluru,0.0,94.85,10.22
335985,L Ronchi,8,10,2,0,0,Royal Challengers Bengaluru,0.0,91.89,6.8
335985,JH Kallis,25,24,0,1,0,Mumbai Indians,0.0,105.94,25.55
335985,Harbhajan Singh,2,2,0,0,0,Royal Challengers Bengaluru,0.0,130.97,9.47
335985,DJ Thornely,0,6,0,0,0,Royal Challengers Bengaluru,0.0,72.22,9.75
335985,B Akhil,3,6,0,0,0,Mumbai Indians,0.0,133.33,6.91
335985,AM Nayar,20,15,1,1,0,Royal Challengers Bengaluru,0.0,114.29,13.44
335985,LRPL Taylor,23,13,1,2,0,Mumbai Indians,0.0,120.07,18.83
335986,SB Bangar,14,10,1,1,0,Kolkata Knight Riders,0.0,84.48,7.0
335986,Y Venugopal Rao,14,14,1,0,0,Kolkata Knight Riders,0.0,113.87,18.94
335986,WPUJC Vaas,0,1,0,0,0,Kolkata Knight Riders,0.0,110.96,7.36
335986,WP Saha,10,17,1,0,0,Sunrisers Hyderabad,0.0,123.9,20.52
335986,VVS Laxman,0,6,0,0,0,Kolkata Knight Riders,0.0,104.06,14.1
335986,SC Ganguly,14,35,1,0,0,Sunrisers Hyderabad,0.0,101.73,24.09
335986,SB Styris,6,7,1,0,0,Kolkata Knight Riders,0.0,97.76,13.1
335986,RT Ponting,0,1,0,0,0,Sunrisers Hyderabad,0.0,70.54,10.11
335986,LR Shukla,4,6,0,0,0,Sunrisers Hyderabad,0.0,113.13,12.27
335986,RG Sharma,0,3,0,0,0,Kolkata Knight Riders,0.0,127.92,26.41
335986,A Symonds,32,41,2,2,1,Kolkata Knight Riders,0.0,124.71,27.06
335986,AC Gilchrist,23,24,1,2,0,Kolkata Knight Riders,0.0,133.05,25.86
335986,AS Yadav,10,10,0,1,0,Kolkata Knight Riders,0.0,122.5,8.17
335986,RP Singh,1,2,0,0,0,Kolkata Knight Riders,0.0,66.67,1.86
335986,DJ Hussey,38,45,1,3,1,Sunrisers Hyderabad,0.0,120.07,21.67
335986,Mohammad Hafeez,13,13,1,1,0,Sunrisers Hyderabad,0.0,76.19,8.0
335986,BB McCullum,5,5,1,0,0,Sunrisers Hyderabad,0.0,126.85,26.44
335987,Yuvraj Singh,57,35,6,3,1,Rajasthan Royals,0.0,124.78,21.86
335987,YK Pathan,7,6,1,0,0,Punjab Kings,0.0,138.05,21.06
335987,WA Mota,1,1,0,0,0,Rajasthan Royals,0.0,73.68,7.0
335987,SR Watson,76,51,5,5,1,Punjab Kings,0.0,134.16,27.52
335987,S Sohal,4,4,0,0,0,Rajasthan Royals,0.0,118.33,18.4
335987,RA Jadeja,36,27,5,1,1,Punjab Kings,0.0,124.43,16.44
335987,M Kaif,5,8,1,0,0,Punjab Kings,0.0,100.39,11.77
335987,PP Chawla,24,11,4,0,0,Rajasthan Royals,0.0,107.59,7.26
335987,K Goel,26,21,3,2,0,Rajasthan Royals,0.0,91.21,13.62
335987,JR Hopes,16,16,2,0,0,Rajasthan Royals,0.0,132.8,21.95
335987,IK Pathan,12,19,0,1,0,Rajasthan Royals,0.0,116.75,14.02
335987,DS Lehmann,17,17,3,0,0,Punjab Kings,0.0,94.74,9.0
335987,DPMD Jayawardene,2,5,0,0,0,Rajasthan Royals,0.0,118.79,23.18
335987,B Lee,0,2,0,0,0,Rajasthan Royals,0.0,121.57,6.53
335987,Kamran Akmal,15,10,2,1,0,Punjab Kings,0.0,164.1,21.33
335987,KC Sangakkara,20,8,3,1,0,Rajasthan Royals,0.0,118.47,24.81
335988,SB Bangar,8,14,0,0,0,Delhi Capitals,0.0,84.48,7.0
335988,Y Venugopal Rao,14,22,2,0,0,Delhi Capitals,0.0,113.87,18.94
335988,WPUJC Vaas,12,6,0,1,0,Delhi Capitals,0.0,110.96,7.36
335988,VVS Laxman,2,6,0,0,0,Delhi Capitals,0.0,104.06,14.1
335988,V Sehwag,94,43,10,6,1,Sunrisers Hyderabad,0.0,148.83,26.23
335988,Shahid Afridi,2,7,0,0,0,Delhi Capitals,0.0,176.09,9.0
335988,RP Singh,1,1,0,0,0,Delhi Capitals,0.0,66.67,1.86
335988,RG Sharma,66,37,6,4,1,Delhi Capitals,0.0,127.92,26.41
335988,G Gambhir,12,9,2,0,0,Sunrisers Hyderabad,0.0,119.67,27.93
335988,AS Yadav,12,7,2,0,0,Delhi Capitals,0.0,122.5,8.17
335988,AC Gilchrist,8,9,0,1,0,Delhi Capitals,0.0,133.05,25.86
335988,A Symonds,12,13,2,0,0,Delhi Capitals,0.0,124.71,27.06
335988,S Dhawan,25,31,3,0,0,Sunrisers Hyderabad,0.0,123.45,30.63
335989,ST Jayasuriya,20,12,4,0,0,Chennai Super Kings,0.0,134.03,25.6
335989,SM Pollock,17,18,0,1,0,Chennai Super Kings,0.0,126.72,18.38
335989,SK Raina,53,39,3,3,1,Mumbai Indians,0.0,132.54,27.68
335989,S Badrinath,2,1,0,0,0,Mumbai Indians,0.0,115.74,22.17
335989,RV Uthappa,43,36,6,1,1,Chennai Super Kings,0.0,126.15,25.15
335989,PA Patel,14,12,3,0,0,Mumbai Indians,0.0,116.63,20.94
335989,MS Dhoni,30,17,4,1,1,Mumbai Indians,0.0,132.84,23.0
335989,ML Hayden,81,47,12,2,1,Mumbai Indians,0.0,131.94,34.59
335989,MA Khote,9,5,0,1,0,Chennai Super Kings,0.0,109.09,8.0
335989,L Ronchi,2,4,0,0,0,Chennai Super Kings,0.0,91.89,6.8
335989,JDP Oram,5,2,1,0,0,Mumbai Indians,0.0,96.36,9.64
335989,Harbhajan Singh,28,14,1,3,0,Chennai Super Kings,0.0,130.97,9.47
335989,DJ Bravo,24,17,2,1,0,Chennai Super Kings,0.0,125.1,14.18
335989,AM Nayar,45,20,6,1,1,Chennai Super Kings,0.0,114.29,13.44
335989,A Nehra,1,2,0,0,0,Chennai Super Kings,0.0,65.08,2.41
335989,MEK Hussey,5,9,1,0,0,Mumbai Indians,0.0,119.96,34.09
335990,RG Sharma,36,30,3,1,1,Rajasthan Royals,0.0,127.92,26.41
335990,YK Pathan,61,29,4,6,1,Sunrisers Hyderabad,0.0,138.05,21.06
335990,VVS Laxman,16,16,3,0,0,Rajasthan Royals,0.0,104.06,14.1
335990,Shahid Afridi,10,4,1,1,0,Rajasthan Royals,0.0,176.09,9.0
335990,SR Watson,4,6,0,0,0,Sunrisers Hyderabad,0.0,134.16,27.52
335990,SK Warne,22,9,2,2,0,Sunrisers Hyderabad,0.0,90.41,7.33
335990,RA Jadeja,1,3,0,0,0,Sunrisers Hyderabad,0.0,124.43,16.44
335990,GC Smith,71,46,9,2,1,Sunrisers Hyderabad,0.0,106.95,25.48
335990,M Kaif,34,16,2,3,1,Sunrisers Hyderabad,0.0,100.39,11.77
335990,Kamran Akmal,12,9,1,1,0,Sunrisers Hyderabad,0.0,164.1,21.33
335990,Pankaj Singh,4,3,0,0,0,Sunrisers Hyderabad,0.0,58.33,1.4
335990,D Salunkhe,1,1,0,0,0,Sunrisers Hyderabad,0.0,137.5,11.0
335990,AS Yadav,16,10,3,0,0,Rajasthan Royals,0.0,122.5,8.17
335990,AC Gilchrist,13,9,3,0,0,Rajasthan Royals,0.0,133.05,25.86
335990,A Symonds,117,57,11,7,1,Rajasthan Royals,0.0,124.71,27.06
335991,RR Sarwan,7,9,0,0,0,Mumbai Indians,0.0,93.59,18.25
335991,RV Uthappa,21,19,2,1,0,Punjab Kings,0.0,126.15,25.15
335991,S Sohal,0,4,0,0,0,Mumbai Indians,0.0,118.33,18.4
335991,S Sreesanth,0,1,0,0,0,Mumbai Indians,0.0,59.65,2.83
335991,VRV Singh,4,2,1,0,0,Mumbai Indians,0.0,133.33,2.0
335991,SS Tiwary,17,10,2,1,0,Punjab Kings,0.0,115.72,20.47
335991,ST Jayasuriya,1,7,0,0,0,Punjab Kings,0.0,134.03,25.6
335991,PP Chawla,0,1,0,0,0,Mumbai Indians,0.0,107.59,7.26
335991,Yuvraj Singh,18,9,1,1,0,Mumbai Indians,0.0,124.78,21.86
335991,SM Pollock,22,21,2,1,0,Punjab Kings,0.0,126.72,18.38
335991,MA Khote,8,7,1,0,0,Punjab Kings,0.0,109.09,8.0
335991,L Ronchi,11,9,1,1,0,Punjab Kings,0.0,91.89,6.8
335991,KC Sangakkara,94,58,13,1,1,Mumbai Indians,0.0,118.47,24.81
335991,A Nehra,2,10,0,0,0,Punjab Kings,0.0,65.08,2.41
335991,B Lee,16,9,2,1,0,Mumbai Indians,0.0,121.57,6.53
335991,DJ Bravo,23,22,4,0,0,Punjab Kings,0.0,125.1,14.18
335991,DPMD Jayawardene,12,7,0,1,0,Mumbai Indians,0.0,118.79,23.18
335991,AM Nayar,2,3,0,0,0,Punjab Kings,0.0,114.29,13.44
335991,Harbhajan Singh,0,1,0,0,0,Punjab Kings,0.0,130.97,9.47
335991,IK Pathan,6,3,0,0,0,Mumbai Indians,0.0,116.75,14.02
335991,K Goel,18,21,1,1,0,Mumbai Indians,0.0,91.21,13.62
335991,DS Kulkarni,2,17,0,0,0,Punjab Kings,0.0,92.04,5.2
335992,S Chanderpaul,2,9,0,0,0,Rajasthan Royals,0.0,75.76,8.33
335992,Z Khan,17,18,2,0,0,Rajasthan Royals,0.0,82.98,4.33
335992,YK Pathan,21,12,5,0,0,Royal Challengers Bengaluru,0.0,138.05,21.06
335992,V Kohli,13,16,0,1,0,Rajasthan Royals,0.0,128.51,32.84
335992,SR Watson,61,43,8,2,1,Royal Challengers Bengaluru,0.0,134.16,27.52
335992,SB Joshi,3,8,0,0,0,Rajasthan Royals,0.0,37.5,3.0
335992,R Vinay Kumar,1,1,0,0,0,Rajasthan Royals,0.0,107.27,7.38
335992,JH Kallis,11,10,2,0,0,Rajasthan Royals,0.0,105.94,25.55
335992,P Kumar,34,30,2,3,1,Rajasthan Royals,0.0,105.26,5.96
335992,MV Boucher,4,10,0,0,0,Rajasthan Royals,0.0,123.9,17.13
335992,M Rawat,0,2,0,0,0,Royal Challengers Bengaluru,0.0,78.57,5.0
335992,M Kaif,4,6,1,0,0,Royal Challengers Bengaluru,0.0,100.39,11.77
335992,LRPL Taylor,44,21,6,3,1,Rajasthan Royals,0.0,120.07,18.83
335992,GC Smith,49,42,8,0,1,Royal Challengers Bengaluru,0.0,106.95,25.48
335992,R Dravid,0,1,0,0,0,Rajasthan Royals,0.0,113.35,26.51
335993,WP Saha,27,16,5,1,0,Chennai Super Kings,0.0,123.9,20.52
335993,SC Ganguly,12,21,1,0,0,Chennai Super Kings,0.0,101.73,24.09
335993,RT Ponting,0,1,0,0,0,Chennai Super Kings,0.0,70.54,10.11
335993,PA Patel,21,30,3,0,0,Kolkata Knight Riders,0.0,116.63,20.94
335993,Mohammad Hafeez,16,24,1,0,0,Chennai Super Kings,0.0,76.19,8.0
335993,MS Dhoni,43,27,3,2,1,Kolkata Knight Riders,0.0,132.84,23.0
335993,M Kartik,3,3,0,0,0,Chennai Super Kings,0.0,103.67,8.07
335993,LR Shukla,42,35,4,1,1,Chennai Super Kings,0.0,113.13,12.27
335993,I Sharma,4,3,0,0,0,Chennai Super Kings,0.0,80.28,2.71
335993,DJ Hussey,0,2,0,0,0,Chennai Super Kings,0.0,120.07,21.67
335993,BB McCullum,24,12,2,2,0,Chennai Super Kings,0.0,126.85,26.44
335993,AB Agarkar,11,9,1,0,0,Chennai Super Kings,0.0,111.87,9.94
335993,ML Hayden,70,50,6,3,1,Kolkata Knight Riders,0.0,131.94,34.59
335994,RV Uthappa,6,5,1,0,0,Sunrisers Hyderabad,0.0,126.15,25.15
335994,ST Jayasuriya,18,23,2,0,0,Sunrisers Hyderabad,0.0,134.03,25.6
335994,SM Pollock,31,31,3,1,1,Sunrisers Hyderabad,0.0,126.72,18.38
335994,VVS Laxman,37,27,4,1,1,Mumbai Indians,0.0,104.06,14.1
335994,MA Khote,7,10,1,0,0,Sunrisers Hyderabad,0.0,109.09,8.0
335994,AM Rahane,0,7,0,0,0,Sunrisers Hyderabad,0.0,120.32,27.15
335994,DJ Bravo,34,18,3,1,1,Sunrisers Hyderabad,0.0,125.1,14.18
335994,AC Gilchrist,109,50,9,10,1,Mumbai Indians,0.0,133.05,25.86
335994,L Ronchi,13,11,3,0,0,Sunrisers Hyderabad,0.0,91.89,6.8
335994,AM Nayar,34,20,1,3,1,Sunrisers Hyderabad,0.0,114.29,13.44
335995,SM Katich,75,55,11,1,1,Delhi Capitals,0.0,126.18,21.91
335995,Yuvraj Singh,40,29,3,2,1,Delhi Capitals,0.0,124.78,21.86
335995,VY Mahesh,6,5,0,0,0,Punjab Kings,0.0,53.57,3.0
335995,V Sehwag,6,7,1,0,0,Punjab Kings,0.0,148.83,26.23
335995,TM Srivastava,7,9,0,0,0,Delhi Capitals,0.0,72.73,2.67
335995,Shoaib Malik,19,19,3,0,0,Punjab Kings,0.0,106.12,10.4
335995,R Bhatia,17,15,1,1,0,Punjab Kings,0.0,117.93,7.28
335995,MK Tiwary,39,36,6,0,1,Punjab Kings,0.0,113.83,20.42
335995,S Dhawan,0,3,0,0,0,Punjab Kings,0.0,123.45,30.63
335995,KD Karthik,24,14,2,1,0,Punjab Kings,0.0,131.35,20.79
335995,KC Sangakkara,4,2,1,0,0,Delhi Capitals,0.0,118.47,24.81
335995,K Goel,1,3,0,0,0,Delhi Capitals,0.0,91.21,13.62
335995,IK Pathan,10,7,2,0,0,Delhi Capitals,0.0,116.75,14.02
335995,G Gambhir,18,14,3,0,0,Punjab Kings,0.0,119.67,27.93
335995,DPMD Jayawardene,15,15,2,0,0,Delhi Capitals,0.0,118.79,23.18
335995,B Lee,1,3,0,0,0,Delhi Capitals,0.0,121.57,6.53
335995,MF Maharoof,18,12,2,0,0,Punjab Kings,0.0,142.74,12.64
335996,MV Boucher,4,6,0,0,0,Chennai Super Kings,0.0,123.9,17.13
335996,W Jaffer,50,36,5,2,1,Chennai Super Kings,0.0,100.78,16.25
335996,V Kohli,12,7,2,0,0,Chennai Super Kings,0.0,128.51,32.84
335996,SK Raina,28,17,1,2,0,Royal Challengers Bengaluru,0.0,132.54,27.68
335996,R Dravid,0,1,0,0,0,Chennai Super Kings,0.0,113.35,26.51
335996,PA Patel,21,17,2,1,0,Royal Challengers Bengaluru,0.0,116.63,20.94
335996,P Kumar,6,5,0,0,0,Chennai Super Kings,0.0,105.26,5.96
335996,Z Khan,8,6,1,0,0,Chennai Super Kings,0.0,82.98,4.33
335996,MS Dhoni,65,31,9,3,1,Royal Challengers Bengaluru,0.0,132.84,23.0
335996,MEK Hussey,47,37,3,2,1,Royal Challengers Bengaluru,0.0,119.96,34.09
335996,LRPL Taylor,53,36,3,3,1,Chennai Super Kings,0.0,120.07,18.83
335996,JH Kallis,14,10,2,0,0,Chennai Super Kings,0.0,105.94,25.55
335996,DW Steyn,1,2,0,0,0,Chennai Super Kings,0.0,102.45,5.06
335996,B Chipli,8,12,1,0,0,Chennai Super Kings,0.0,109.38,13.33
335996,B Akhil,2,3,0,0,0,Chennai Super Kings,0.0,133.33,6.91
335996,ML Hayden,13,21,2,0,0,Royal Challengers Bengaluru,0.0,131.94,34.59
335997,ST Jayasuriya,18,10,3,1,0,Kolkata Knight Riders,0.0,134.03,25.6
335997,SC Ganguly,4,2,1,0,0,Mumbai Indians,0.0,101.73,24.09
335997,RV Uthappa,37,39,5,0,1,Kolkata Knight Riders,0.0,126.15,25.15
335997,RT Ponting,19,31,1,0,0,Mumbai Indians,0.0,70.54,10.11
335997,Mohammad Hafeez,2,6,0,0,0,Mumbai Indians,0.0,76.19,8.0
335997,MK Pandey,0,4,0,0,0,Kolkata Knight Riders,0.0,117.37,24.42
335997,M Kartik,10,12,1,0,0,Mumbai Indians,0.0,103.67,8.07
335997,LR Shukla,40,24,4,2,1,Mumbai Indians,0.0,113.13,12.27
335997,DJ Bravo,64,53,8,1,1,Kolkata Knight Riders,0.0,125.1,14.18
335997,DB Das,29,21,5,1,0,Mumbai Indians,0.0,113.86,13.82
335997,BB McCullum,1,2,0,0,0,Mumbai Indians,0.0,126.85,26.44
335997,AM Rahane,4,12,1,0,0,Kolkata Knight Riders,0.0,120.32,27.15
335997,AB Agarkar,2,7,0,0,0,Mumbai Indians,0.0,111.87,9.94
335997,DJ Hussey,17,20,3,0,0,Mumbai Indians,0.0,120.07,21.67
335998,R Dravid,38,30,4,1,1,Delhi Capitals,0.0,113.35,26.51
335998,V Sehwag,24,13,3,1,0,Royal Challengers Bengaluru,0.0,148.83,26.23
335998,V Kohli,1,1,0,0,0,Delhi Capitals,0.0,128.51,32.84
335998,Shoaib Malik,6,4,1,0,0,Royal Challengers Bengaluru,0.0,106.12,10.4
335998,S Dhawan,50,33,4,3,1,Royal Challengers Bengaluru,0.0,123.45,30.63
335998,R Bhatia,8,5,1,0,0,Royal Challengers Bengaluru,0.0,117.93,7.28
335998,W Jaffer,10,9,0,1,0,Delhi Capitals,0.0,100.78,16.25
335998,MV Boucher,31,17,2,2,1,Delhi Capitals,0.0,123.9,17.13
335998,MK Tiwary,11,9,1,0,0,Royal Challengers Bengaluru,0.0,113.83,20.42
335998,LRPL Taylor,29,15,3,2,0,Delhi Capitals,0.0,120.07,18.83
335998,KD Karthik,2,4,0,0,0,Royal Challengers Bengaluru,0.0,131.35,20.79
335998,JH Kallis,54,44,6,1,1,Delhi Capitals,0.0,105.94,25.55
335998,G Gambhir,86,54,11,1,1,Royal Challengers Bengaluru,0.0,119.67,27.93
335998,P Kumar,6,5,1,0,0,Delhi Capitals,0.0,105.26,5.96
335999,Yuvraj Singh,14,10,2,0,0,Sunrisers Hyderabad,0.0,124.78,21.86
335999,Y Venugopal Rao,1,2,0,0,0,Punjab Kings,0.0,113.87,18.94
335999,VVS Laxman,48,35,8,0,1,Punjab Kings,0.0,104.06,14.1
335999,Shahid Afridi,13,7,1,1,0,Punjab Kings,0.0,176.09,9.0
335999,SE Marsh,84,63,11,1,1,Sunrisers Hyderabad,0.0,130.11,36.07
335999,SB Bangar,3,8,0,0,0,Punjab Kings,0.0,84.48,7.0
335999,RP Singh,2,2,0,0,0,Punjab Kings,0.0,66.67,1.86
335999,RR Sarwan,15,15,2,0,0,Sunrisers Hyderabad,0.0,93.59,18.25
335999,KC Sangakkara,3,4,0,0,0,Sunrisers Hyderabad,0.0,118.47,24.81
335999,HH Gibbs,7,10,0,0,0,Punjab Kings,0.0,105.85,24.61
335999,DPMD Jayawardene,45,25,6,1,1,Sunrisers Hyderabad,0.0,118.79,23.18
335999,DNT Zoysa,1,2,0,0,0,Punjab Kings,0.0,122.22,5.5
335999,D Kalyankrishna,3,8,0,0,0,Punjab Kings,0.0,37.5,3.0
335999,AC Gilchrist,6,6,0,0,0,Punjab Kings,0.0,133.05,25.86
335999,RG Sharma,76,42,10,2,1,Punjab Kings,0.0,127.92,26.41
336000,SA Asnodkar,60,35,10,1,1,Kolkata Knight Riders,0.0,120.17,22.26
336000,SC Ganguly,51,41,4,2,1,Rajasthan Royals,0.0,101.73,24.09
336000,SK Warne,7,8,0,0,0,Kolkata Knight Riders,0.0,90.41,7.33
336000,SR Watson,0,1,0,0,0,Kolkata Knight Riders,0.0,134.16,27.52
336000,WP Saha,1,2,0,0,0,Rajasthan Royals,0.0,123.9,20.52
336000,Sohail Tanvir,3,3,0,0,0,Kolkata Knight Riders,0.0,116.13,7.2
336000,Umar Gul,2,2,0,0,0,Rajasthan Royals,0.0,205.26,9.75
336000,YK Pathan,55,33,6,2,1,Kolkata Knight Riders,0.0,138.05,21.06
336000,Salman Butt,7,8,1,0,0,Rajasthan Royals,0.0,112.21,27.57
336000,RA Jadeja,33,20,3,1,1,Kolkata Knight Riders,0.0,124.43,16.44
336000,LR Shukla,2,2,0,0,0,Rajasthan Royals,0.0,113.13,12.27
336000,M Kaif,21,19,3,1,0,Kolkata Knight Riders,0.0,100.39,11.77
336000,I Sharma,1,1,0,0,0,Rajasthan Royals,0.0,80.28,2.71
336000,GC Smith,2,7,0,0,0,Kolkata Knight Riders,0.0,106.95,25.48
336000,DJ Hussey,42,32,1,2,1,Rajasthan Royals,0.0,120.07,21.67
336000,DB Das,11,13,1,0,0,Rajasthan Royals,0.0,113.86,13.82
336000,BJ Hodge,1,3,0,0,0,Rajasthan Royals,0.0,121.42,22.22
336000,AB Dinda,1,3,0,0,0,Rajasthan Royals,0.0,52.0,1.62
336000,AB Agarkar,20,15,1,2,0,Rajasthan Royals,0.0,111.87,9.94
336000,M Rawat,1,1,0,0,0,Kolkata Knight Riders,0.0,78.57,5.0
336001,V Sehwag,71,42,7,4,1,Chennai Super Kings,0.0,148.83,26.23
336001,SP Fleming,13,14,2,0,0,Delhi Capitals,0.0,114.62,19.6
336001,SK Raina,3,4,0,0,0,Delhi Capitals,0.0,132.54,27.68
336001,S Vidyut,54,38,7,1,1,Delhi Capitals,0.0,126.09,18.12
336001,S Dhawan,19,17,2,0,0,Chennai Super Kings,0.0,123.45,30.63
336001,PA Patel,21,21,3,0,0,Delhi Capitals,0.0,116.63,20.94
336001,MS Dhoni,32,28,2,1,1,Delhi Capitals,0.0,132.84,23.0
336001,JA Morkel,28,16,3,2,0,Delhi Capitals,0.0,136.94,14.55
336001,G Gambhir,50,37,5,1,1,Chennai Super Kings,0.0,119.67,27.93
336001,AB de Villiers,26,22,2,0,0,Chennai Super Kings,0.0,148.58,30.48
336001,S Badrinath,11,5,0,1,0,Delhi Capitals,0.0,115.74,22.17
336002,R Dravid,31,21,3,1,1,Sunrisers Hyderabad,0.0,113.35,26.51
336002,Y Venugopal Rao,26,12,2,2,0,Royal Challengers Bengaluru,0.0,113.87,18.94
336002,WPUJC Vaas,0,3,0,0,0,Royal Challengers Bengaluru,0.0,110.96,7.36
336002,W Jaffer,5,5,1,0,0,Sunrisers Hyderabad,0.0,100.78,16.25
336002,V Kohli,9,5,2,0,0,Sunrisers Hyderabad,0.0,128.51,32.84
336002,RP Singh,1,3,0,0,0,Royal Challengers Bengaluru,0.0,66.67,1.86
336002,Misbah-ul-Haq,34,28,4,1,1,Sunrisers Hyderabad,0.0,142.68,14.62
336002,RG Sharma,17,17,2,0,0,Royal Challengers Bengaluru,0.0,127.92,26.41
336002,JH Kallis,31,25,6,0,1,Sunrisers Hyderabad,0.0,105.94,25.55
336002,AC Gilchrist,46,38,4,2,1,Royal Challengers Bengaluru,0.0,133.05,25.86
336002,AS Yadav,8,8,0,1,0,Royal Challengers Bengaluru,0.0,122.5,8.17
336002,B Akhil,27,7,2,3,0,Sunrisers Hyderabad,0.0,133.33,6.91
336002,LPC Silva,0,2,0,0,0,Royal Challengers Bengaluru,0.0,148.15,13.33
336002,DB Ravi Teja,7,7,1,0,0,Royal Challengers Bengaluru,0.0,115.38,15.0
336002,HH Gibbs,47,36,6,2,1,Royal Challengers Bengaluru,0.0,105.85,24.61
336002,CL White,31,23,1,2,1,Sunrisers Hyderabad,0.0,125.45,21.58
336003,Yuvraj Singh,17,10,2,1,0,Kolkata Knight Riders,0.0,124.78,21.86
336003,WP Saha,59,32,2,4,1,Punjab Kings,0.0,123.9,20.52
336003,SE Marsh,40,32,5,1,1,Kolkata Knight Riders,0.0,130.11,36.07
336003,SC Ganguly,5,8,1,0,0,Punjab Kings,0.0,101.73,24.09
336003,Mohammad Hafeez,13,12,1,1,0,Punjab Kings,0.0,76.19,8.0
336003,LR Shukla,7,10,0,0,0,Punjab Kings,0.0,113.13,12.27
336003,K Goel,6,7,1,0,0,Kolkata Knight Riders,0.0,91.21,13.62
